INSERT INTO `item_template` (`id`, `TYPE`, `gender`, `NAME`, `description`, `icon_id`, `part`, `is_up_to_up`, `power_require`, `gold`, `gem`, `head`, `body`, `leg`, `ruby`) VALUES
(196, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1383, 101, 0, 0, 0, 0, 101, -1, -1, 0),
(197, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1380, 102, 0, 0, 0, 0, 102, -1, -1, 0),
(198, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1379, 103, 0, 0, 0, 0, 103, -1, -1, 0),
(199, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1378, 104, 0, 0, 0, 0, 104, -1, -1, 0),
(200, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1381, 105, 0, 0, 0, 0, 105, -1, -1, 0),
(201, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1382, 106, 0, 0, 0, 0, 106, -1, -1, 0),
(202, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1377, 107, 0, 0, 0, 0, 107, -1, -1, 0),
(203, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1387, 108, 0, 0, 0, 0, 108, -1, -1, 0),
(204, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1385, 109, 0, 0, 0, 0, 109, -1, -1, 0),
(205, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1389, 110, 0, 0, 0, 0, 110, -1, -1, 0),
(206, 5, 1, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1384, 112, 0, 0, 0, 0, 112, -1, -1, 0),
(207, 5, 1, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1386, 111, 0, 0, 0, 0, 111, -1, -1, 0),
(208, 5, 1, 'Avatar', 'Dùng để thay đổi khuôn mặt', 1388, 113, 0, 0, 0, 0, 113, -1, -1, 0),
(209, 5, 2, 'Avatar', 'Dùng để thay đổi khuôn mặt', 17, 0, 0, 0, 0, 0, 0, -1, -1, 0),
(210, 5, 0, 'Avatar', 'Dùng để thay đổi khuôn mặt', 17, 0, 0, 0, 0, 0, 17, -1, -1, 0),
(211, 27, 3, 'Nho tím', 'Ăn vào hồi phục 100% thể lực', 1394, -1, 1, 0, 0, 10, -1, -1, -1, 0),
(212, 27, 3, 'Nho xanh', 'Ăn vào hồi phục 20% thể lực', 1395, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(213, 13, 3, 'Bùa Trí Tuệ', 'Tiềm năng và sức mạnh của bạn sẽ nhận được gấp đôi trong 1 khoảng thời gian, kể từ lúc mua', 1403, -1, 1, 0, 0, 500, -1, -1, -1, 0),
(214, 13, 3, 'Bùa Mạnh Mẽ', 'Cú đấm của bạn sẽ mạnh hơn. Tăng 150% sức đánh hiện có khi bạn đánh Quái trong 1 khoảng thời gian, kể từ lúc mua', 1404, -1, 1, 0, 0, 500, -1, -1, -1, 0),
(215, 13, 3, 'Bùa Da Trâu', 'Tăng sức chịu đòn cho bạn. Khi bị quái đánh, máu sẽ mất ít hơn, chỉ còn 50% bình thường. Có tác dụng trong 1 khoảng thời gian kể từ lúc mua', 1405, -1, 1, 0, 0, 250, -1, -1, -1, 0),
(216, 13, 3, 'Bùa Oai Hùng', 'Bạn sẽ oai vệ hơn. Quái Thủ Lĩnh sẽ sợ bạn và đánh bạn yếu đi, y như con quái thường. Có tác dụng trong 1 khoảng thời gian kể từ lúc mua', 1406, -1, 1, 0, 0, 700, -1, -1, -1, 0),
(217, 13, 3, 'Bùa Bất Tử', 'Bạn sẽ không bao giờ bị quái đánh chết. Thay vào đó chỉ còn 1 máu. Tuy nhiên bạn phải bơm máu mới có thể đánh lại. Có tác dụng trong 1 khoảng thời gian kể từ lúc mua.', 1407, -1, 1, 0, 0, 700, -1, -1, -1, 0),
(218, 13, 3, 'Bùa Dẻo Dai', 'Thể lực của bạn sẽ không bao giờ giảm khi bùa này có tác dụng. Có tác dụng trong 1 khoảng thời gian, kể từ lúc mua', 1408, -1, 1, 0, 0, 100, -1, -1, -1, 0),
(219, 13, 3, 'Bùa Thu Hút', 'Vật phẩm bạn đánh văng ra nếu là của bạn, nó sẽ tự bay vào người. Bạn sẽ không phải nhặt bằng tay. Có tác dụng trong 1 khoảng thời gian, kể từ lúc mua', 1409, -1, 1, 0, 0, 250, -1, -1, -1, 0),
(220, 14, 3, 'Đá lục bảo', 'Gặp bà Hạt Mít để sử dụng', 1420, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(221, 14, 3, 'Đá Saphia', 'Gặp bà Hạt Mít để sử dụng', 1419, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(222, 14, 3, 'Đá Ruby', 'Gặp bà Hạt Mít để sử dụng', 1416, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(223, 14, 3, 'Đá Titan', 'Gặp bà Hạt Mít để sử dụng', 1417, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(224, 14, 3, 'Đá thạch anh tím', 'Gặp bà Hạt Mít để sử dụng', 1418, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(225, 15, 3, 'Mảnh đá vụn', 'Gặp bà Hạt Mít để sử dụng', 1421, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(226, 16, 3, 'Bình nước phép', 'Gặp bà Hạt Mít để sử dụng', 1422, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(227, 5, 0, 'Avatar VIP', 'Dùng để thay đổi khuôn mặt', 1477, 127, 0, 0, 0, 0, 127, -1, -1, 0),
(228, 5, 1, 'Avatar VIP', 'Dùng để thay đổi khuôn mặt', 1454, 128, 0, 0, 0, 0, 128, -1, -1, 0),
(229, 5, 2, 'Avatar VIP', 'Dùng để thay đổi khuôn mặt', 1478, 126, 0, 0, 0, 0, 126, -1, -1, 0),
(230, 0, 0, 'Áo bạc Goku', 'Giúp bạn giảm sát thương', 1689, 155, 0, 20000000, 2000000, 0, -1, -1, -1, 0),
(231, 0, 0, 'Áo vàng Goku', 'Giúp bạn giảm sát thương', 1689, 155, 0, 58000000, 5800000, 0, -1, -1, -1, 0),
(232, 0, 0, 'Áo da Calic', 'Giúp bạn giảm sát thương', 1688, 157, 0, 170000000, 17000000, 0, -1, -1, -1, 0),
(233, 0, 0, 'Áo jean Calic', 'Giúp bạn giảm sát thương', 1688, 157, 0, 520000000, 52000000, 0, -1, -1, -1, 0),
(234, 0, 1, 'Áo sắt Tron', 'Giúp bạn giảm sát thương', 1692, 149, 0, 20000000, 2000000, 0, -1, -1, -1, 0),
(235, 0, 1, 'Áo đồng Tron', 'Giúp bạn giảm sát thương', 1692, 149, 0, 58000000, 5800000, 0, -1, -1, -1, 0),
(236, 0, 1, 'Áo bạc Zealot', 'Giúp bạn giảm sát thương', 1693, 153, 0, 170000000, 17000000, 0, -1, -1, -1, 0),
(237, 0, 1, 'Áo vàng Zealot', 'Giúp bạn giảm sát thương', 1693, 153, 0, 520000000, 52000000, 0, -1, -1, -1, 0),
(238, 0, 2, 'Áo lông đỏ', 'Giúp bạn giảm sát thương', 1690, 147, 0, 20000000, 2000000, 0, -1, -1, -1, 0),
(239, 0, 2, 'Áo siêu xayda', 'Giúp bạn giảm sát thương', 1690, 147, 0, 58000000, 5800000, 0, -1, -1, -1, 0),
(240, 0, 2, 'Áo Kaio', 'Giúp bạn giảm sát thương', 1691, 151, 0, 170000000, 17000000, 0, -1, -1, -1, 0),
(241, 0, 2, 'Áo lưỡng long', 'Giúp bạn giảm sát thương', 1691, 151, 0, 520000000, 52000000, 0, -1, -1, -1, 0),
(242, 1, 0, 'Quần bạc Goku', 'Giúp bạn tăng HP', 1695, 156, 0, 20000000, 2000000, 0, -1, -1, -1, 0),
(243, 1, 0, 'Quần vàng Goku', 'Giúp bạn tăng HP', 1695, 156, 0, 58000000, 5800000, 0, -1, -1, -1, 0),
(244, 1, 0, 'Quần da Calic', 'Giúp bạn tăng HP', 1694, 158, 0, 170000000, 17000000, 0, -1, -1, -1, 0),
(245, 1, 0, 'Quần jean Calic', 'Giúp bạn tăng HP', 1694, 158, 0, 520000000, 52000000, 0, -1, -1, -1, 0),
(246, 1, 1, 'Quần sắt Tron', 'Giúp bạn tăng HP', 1698, 150, 0, 20000000, 2000000, 0, -1, -1, -1, 0),
(247, 1, 1, 'Quần đồng Tron', 'Giúp bạn tăng HP', 1698, 150, 0, 58000000, 5800000, 0, -1, -1, -1, 0),
(248, 1, 1, 'Quần bạc Zealot', 'Giúp bạn tăng HP', 1699, 154, 0, 170000000, 17000000, 0, -1, -1, -1, 0),
(249, 1, 1, 'Quần vàng Zealot', 'Giúp bạn tăng HP', 1699, 154, 0, 520000000, 52000000, 0, -1, -1, -1, 0),
(250, 1, 2, 'Quần lông đỏ', 'Giúp bạn tăng HP', 1696, 148, 0, 20000000, 2000000, 0, -1, -1, -1, 0),
(251, 1, 2, 'Quần siêu Xayda', 'Giúp bạn tăng HP', 1696, 148, 0, 58000000, 5800000, 0, -1, -1, -1, 0),
(252, 1, 2, 'Quần Kaio', 'Giúp bạn tăng HP', 1697, 152, 0, 170000000, 17000000, 0, -1, -1, -1, 0),
(253, 1, 2, 'Quần lưỡng long', 'Giúp bạn tăng HP', 1697, 152, 0, 520000000, 52000000, 0, -1, -1, -1, 0),
(254, 2, 0, 'Găng bạc Goku', 'Giúp bạn tăng sức đánh', 1707, -1, 0, 68000000, 6800000, 0, -1, -1, -1, 0),
(255, 2, 0, 'Găng vàng Goku', 'Giúp bạn tăng sức đánh', 1707, -1, 0, 200000000, 20000000, 0, -1, -1, -1, 0),
(256, 2, 0, 'Găng da Calic', 'Giúp bạn tăng sức đánh', 1706, -1, 0, 600000000, 60000000, 0, -1, -1, -1, 0),
(257, 2, 0, 'Găng jean Calic', 'Giúp bạn tăng sức đánh', 1706, -1, 0, 1500000000, 150000000, 0, -1, -1, -1, 0),
(258, 2, 1, 'Găng sắt Tron', 'Giúp bạn tăng sức đánh', 1711, -1, 0, 68000000, 6800000, 0, -1, -1, -1, 0),
(259, 2, 1, 'Găng đồng Tron', 'Giúp bạn tăng sức đánh', 1711, -1, 0, 200000000, 20000000, 0, -1, -1, -1, 0),
(260, 2, 1, 'Găng bạc Zealot', 'Giúp bạn tăng sức đánh', 1710, -1, 0, 600000000, 60000000, 0, -1, -1, -1, 0),
(261, 2, 1, 'Găng vàng Zealot', 'Giúp bạn tăng sức đánh', 1710, -1, 0, 1500000000, 150000000, 0, -1, -1, -1, 0),
(262, 2, 2, 'Găng lông đỏ', 'Giúp bạn tăng sức đánh', 1708, -1, 0, 68000000, 6800000, 0, -1, -1, -1, 0),
(263, 2, 2, 'Găng siêu Xayda', 'Giúp bạn tăng sức đánh', 1708, -1, 0, 200000000, 20000000, 0, -1, -1, -1, 0),
(264, 2, 2, 'Găng Kaio', 'Giúp bạn tăng sức đánh', 1709, -1, 0, 600000000, 60000000, 0, -1, -1, -1, 0),
(265, 2, 2, 'Găng lưỡng long', 'Giúp bạn tăng sức đánh', 1709, -1, 0, 1500000000, 150000000, 0, -1, -1, -1, 0),
(266, 3, 0, 'Giày bạc Goku', 'Giúp bạn tăng MP', 1701, -1, 0, 13000000, 1300000, 0, -1, -1, -1, 0),
(267, 3, 0, 'Giày vàng Goku', 'Giúp bạn tăng MP', 1701, -1, 0, 38000000, 3800000, 0, -1, -1, -1, 0),
(268, 3, 0, 'Giày da Calic', 'Giúp bạn tăng MP', 1700, -1, 0, 120000000, 12000000, 0, -1, -1, -1, 0),
(269, 3, 0, 'Giày jean Calic', 'Giúp bạn tăng MP', 1700, -1, 0, 340000000, 34000000, 0, -1, -1, -1, 0),
(270, 3, 1, 'Giày sắt Tron', 'Giúp bạn tăng MP', 1704, -1, 0, 13000000, 1300000, 0, -1, -1, -1, 0),
(271, 3, 1, 'Giày đồng Tron', 'Giúp bạn tăng MP', 1704, -1, 0, 38000000, 3800000, 0, -1, -1, -1, 0),
(272, 3, 1, 'Giày bạc Zealot', 'Giúp bạn tăng MP', 1705, -1, 0, 120000000, 12000000, 0, -1, -1, -1, 0),
(273, 3, 1, 'Giày vàng Zealot', 'Giúp bạn tăng MP', 1705, -1, 0, 340000000, 34000000, 0, -1, -1, -1, 0),
(274, 3, 2, 'Giày lông đỏ', 'Giúp bạn tăng MP', 1702, -1, 0, 13000000, 1300000, 0, -1, -1, -1, 0),
(275, 3, 2, 'Giày siêu Xayda', 'Giúp bạn tăng MP', 1702, -1, 0, 38000000, 3800000, 0, -1, -1, -1, 0),
(276, 3, 2, 'Giày Kaio', 'Giúp bạn tăng MP', 1703, -1, 0, 120000000, 12000000, 0, -1, -1, -1, 0),
(277, 3, 2, 'Giày lưỡng long', 'Giúp bạn tăng MP', 1703, -1, 0, 340000000, 34000000, 0, -1, -1, -1, 0),
(278, 4, 3, 'Rada cấp 9', 'Giúp bạn tăng Chí Mạng', 1712, -1, 0, 42000000, 4200000, 0, -1, -1, -1, 0),
(279, 4, 3, 'Rada cấp 10', 'Giúp bạn tăng Chí Mạng', 1712, -1, 0, 200000000, 20000000, 0, -1, -1, -1, 0),
(280, 4, 3, 'Rada cấp 11', 'Giúp bạn tăng Chí Mạng', 1713, -1, 0, 1000000000, 100000000, 0, -1, -1, -1, 0),
(281, 4, 3, 'Rada cấp 12', 'Giúp bạn tăng Chí Mạng', 1713, -1, 0, 1500000000, 150000000, 0, -1, -1, -1, 0),
(282, 5, 1, 'Cải trang', 'Cải trang thành Thần Vũ Trụ', 2127, -1, 0, 0, 0, 500, 98, 99, 100, 0),
(283, 5, 0, 'Cải trang', 'Cải trang thành Yarirobe', 2128, -1, 0, 0, 0, 200, 77, 78, 79, 0),
(284, 5, 3, 'Cải trang', 'Cải trang thành Tàu Pảy Pảy', 1210, -1, 0, 0, 0, 500, 92, 93, 94, 0),
(285, 5, 0, 'Cải trang', 'Cải trang thành Thần Mèo Karin', 2126, -1, 0, 0, 0, 1000, 89, 90, 91, 0),
(286, 5, 1, 'Cải trang', 'Cải trang thành Thượng Đế', 2129, -1, 0, 0, 0, 200, 86, 87, 88, 0),
(287, 5, 1, 'Cải trang', 'Cải trang thành Pôpô', 2133, -1, 0, 0, 0, 500, 83, 84, 85, 0),
(288, 5, 2, 'Cải trang', 'Cải trang thành Kuku', 2137, -1, 0, 0, 0, 200, 159, 160, 161, 0),
(289, 5, 2, 'Cải trang', 'Cải trang thành Rambô', 2125, -1, 0, 0, 0, 300, 162, 163, 164, 0),
(290, 5, 3, 'Cải trang', 'Cải trang thành Số 2', 2124, -1, 0, 0, 0, 300, 171, 172, 173, 0),
(291, 5, 0, 'Cải trang', 'Cải trang thành Ninja Áo Tím', 2131, -1, 0, 0, 0, 500, 123, 124, 125, 0),
(292, 5, 3, 'Cải trang', 'Cải trang thành Số 3', 2123, -1, 0, 0, 0, 300, 174, 175, 176, 0),
(293, 27, 3, 'Gói 30 đậu thần cấp 1', 'Gói 30 đậu thần cấp 1', 241, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(294, 27, 3, 'Gói 30 đậu thần cấp 2', 'Gói 30 đậu thần cấp 2', 241, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(295, 27, 3, 'Gói 30 đậu thần cấp 3', 'Gói 30 đậu thần cấp 3', 241, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(296, 27, 3, 'Gói 30 đậu thần cấp 4', 'Gói 30 đậu thần cấp 4', 241, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(297, 27, 3, 'Gói 30 đậu thần cấp 5', 'Gói 30 đậu thần cấp 5', 241, -1, 1, 0, 0, 10, -1, -1, -1, 0),
(298, 27, 3, 'Gói 30 đậu thần cấp 6', 'Gói 30 đậu thần cấp 6', 241, -1, 1, 0, 0, 10, -1, -1, -1, 0),
(299, 27, 3, 'Gói 30 đậu thần cấp 7', 'Gói 30 đậu thần cấp 7', 241, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(300, 7, 0, 'Kaioken lv1', 'học kỹ năng Kaioken', 716, -1, 1, 10000000, 0, 40, -1, -1, -1, 0),
(301, 7, 0, 'Kaioken lv2', 'nâng Kaioken lên cấp 2', 716, -1, 1, 10000000, 0, 50, -1, -1, -1, 0),
(302, 7, 0, 'Kaioken lv3', 'nâng Kaioken lên cấp 3', 716, -1, 1, 10000000, 0, 60, -1, -1, -1, 0),
(303, 7, 0, 'Kaioken lv4', 'nâng Kaioken lên cấp 4', 716, -1, 1, 10000000, 0, 70, -1, -1, -1, 0),
(304, 7, 0, 'Kaioken lv5', 'nâng Kaioken lên cấp 5', 716, -1, 1, 10000000, 0, 80, -1, -1, -1, 0),
(305, 7, 0, 'Kaioken lv6', 'nâng Kaioken lên cấp 6', 716, -1, 1, 10000000, 0, 90, -1, -1, -1, 0),
(306, 7, 0, 'Kaioken lv7', 'nâng Kaioken lên cấp 7', 716, -1, 1, 10000000, 0, 100, -1, -1, -1, 0),
(307, 7, 0, 'Quả cầu Kênh Khi lv1', 'học kỹ năng Quả Cầu Kênh Khi', 717, -1, 1, 10000000, 0, 100, -1, -1, -1, 0),
(308, 7, 0, 'Quả cầu Kênh Khi lv2', 'nâng Quả Cầu Kênh Khi lên cấp 2', 717, -1, 1, 10000000, 0, 120, -1, -1, -1, 0),
(309, 7, 0, 'Quả cầu Kênh Khi lv3', 'nâng Quả Cầu Kênh Khi lên cấp 3', 717, -1, 1, 10000000, 0, 140, -1, -1, -1, 0),
(310, 7, 0, 'Quả cầu Kênh Khi lv4', 'nâng Quả Cầu Kênh Khi lên cấp 4', 717, -1, 1, 10000000, 0, 160, -1, -1, -1, 0),
(311, 7, 0, 'Quả cầu Kênh Khi lv5', 'nâng Quả Cầu Kênh Khi lên cấp 5', 717, -1, 1, 10000000, 0, 180, -1, -1, -1, 0),
(312, 7, 0, 'Quả cầu Kênh Khi lv6', 'nâng Quả Cầu Kênh Khi lên cấp 6', 717, -1, 1, 10000000, 0, 200, -1, -1, -1, 0),
(313, 7, 0, 'Quả cầu Kênh Khi lv7', 'nâng Quả Cầu Kênh Khi lên cấp 7', 717, -1, 1, 10000000, 0, 220, -1, -1, -1, 0),
(314, 7, 2, 'Hóa khỉ khổng lồ lv1', 'học kỹ năng hóa thành khỉ khổng lồ', 718, -1, 1, 10000000, 0, 100, -1, -1, -1, 0),
(315, 7, 2, 'Hóa khỉ khổng lồ lv2', 'nâng hóa khỉ khổng lồ lên cấp 2', 718, -1, 1, 10000000, 0, 120, -1, -1, -1, 0),
(316, 7, 2, 'Hóa khỉ khổng lồ lv3', 'nâng hóa khỉ khổng lồ lên cấp 3', 718, -1, 1, 10000000, 0, 140, -1, -1, -1, 0),
(317, 7, 2, 'Hóa khỉ khổng lồ lv4', 'nâng hóa khỉ khổng lồ lên cấp 4', 718, -1, 1, 10000000, 0, 160, -1, -1, -1, 0),
(318, 7, 2, 'Hóa khỉ khổng lồ lv5', 'nâng hóa khỉ khổng lồ lên cấp 5', 718, -1, 1, 10000000, 0, 170, -1, -1, -1, 0),
(319, 7, 2, 'Hóa khỉ khổng lồ lv6', 'nâng hóa khỉ khổng lồ lên cấp 6', 718, -1, 1, 10000000, 0, 180, -1, -1, -1, 0),
(320, 7, 2, 'Hóa khỉ khổng lồ lv7', 'nâng hóa khỉ khổng lồ lên cấp 7', 718, -1, 1, 10000000, 0, 200, -1, -1, -1, 0),
(321, 7, 2, 'Bom hi sinh lv1', 'học kỹ năng bom hi sinh', 2248, -1, 1, 10000000, 0, 40, -1, -1, -1, 0),
(322, 7, 2, 'Bom hi sinh lv2', 'nâng bom hi sinh lên cấp 2', 2248, -1, 1, 10000000, 0, 50, -1, -1, -1, 0),
(323, 7, 2, 'Bom hi sinh lv3', 'nâng bom hi sinh lên cấp 3', 2248, -1, 1, 10000000, 0, 60, -1, -1, -1, 0),
(324, 7, 2, 'Bom hi sinh lv4', 'nâng bom hi sinh lên cấp 4', 2248, -1, 1, 10000000, 0, 70, -1, -1, -1, 0),
(325, 7, 2, 'Bom hi sinh lv5', 'nâng bom hi sinh lên cấp 5', 2248, -1, 1, 10000000, 0, 80, -1, -1, -1, 0),
(326, 7, 2, 'Bom hi sinh lv6', 'nâng bom hi sinh lên cấp 6', 2248, -1, 1, 10000000, 0, 90, -1, -1, -1, 0),
(327, 7, 2, 'Bom hi sinh lv7', 'nâng bom hi sinh lên cấp 7', 2248, -1, 1, 10000000, 0, 100, -1, -1, -1, 0),
(328, 7, 1, 'Makankosappo lv1', 'học kỹ năng Makankosappo', 723, -1, 1, 10000000, 0, 100, -1, -1, -1, 0),
(329, 7, 1, 'Makankosappo lv2', 'nâng Makankosappo lên cấp 2', 723, -1, 1, 10000000, 0, 120, -1, -1, -1, 0),
(330, 7, 1, 'Makankosappo lv3', 'nâng Makankosappo lên cấp 3', 723, -1, 1, 10000000, 0, 140, -1, -1, -1, 0),
(331, 7, 1, 'Makankosappo lv4', 'nâng Makankosappo lên cấp 4', 723, -1, 1, 10000000, 0, 160, -1, -1, -1, 0),
(332, 7, 1, 'Makankosappo lv5', 'nâng Makankosappo lên cấp 5', 723, -1, 1, 10000000, 0, 180, -1, -1, -1, 0),
(333, 7, 1, 'Makankosappo lv6', 'nâng Makankosappo lên cấp 6', 723, -1, 1, 10000000, 0, 200, -1, -1, -1, 0),
(334, 7, 1, 'Makankosappo lv7', 'nâng Makankosappo lên cấp 7', 723, -1, 1, 10000000, 0, 220, -1, -1, -1, 0),
(335, 7, 1, 'Đẻ trứng lv1', 'học kỹ năng đẻ trứng', 722, -1, 1, 10000000, 0, 60, -1, -1, -1, 0),
(336, 7, 1, 'Đẻ trứng lv2', 'nâng đẻ trứng lên cấp 2', 722, -1, 1, 10000000, 0, 70, -1, -1, -1, 0),
(337, 7, 1, 'Đẻ trứng lv3', 'nâng đẻ trứng lên cấp 3', 722, -1, 1, 10000000, 0, 80, -1, -1, -1, 0),
(338, 7, 1, 'Đẻ trứng lv4', 'nâng đẻ trứng lên cấp 4', 722, -1, 1, 10000000, 0, 90, -1, -1, -1, 0),
(339, 7, 1, 'Đẻ trứng lv5', 'nâng đẻ trứng lên cấp 5', 722, -1, 1, 10000000, 0, 100, -1, -1, -1, 0),
(340, 7, 1, 'Đẻ trứng lv6', 'nâng đẻ trứng lên cấp 6', 722, -1, 1, 10000000, 0, 110, -1, -1, -1, 0),
(341, 7, 1, 'Đẻ trứng lv7', 'nâng đẻ trứng lên cấp 7', 722, -1, 1, 10000000, 0, 120, -1, -1, -1, 0),
(342, 22, 3, 'Vệ tinh trí lực', 'Hỗ trợ chiến đấu cho cá nhân và bang hội trong 30 phút trong phạm vi quỹ đạo của Vệ Tinh', 2265, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(343, 22, 3, 'Vệ tinh trí tuệ', 'Hỗ trợ chiến đấu cho cá nhân và bang hội trong 30 phút trong phạm vi quỹ đạo của Vệ Tinh', 2266, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(344, 22, 3, 'Vệ tinh phòng thủ', 'Hỗ trợ chiến đấu cho cá nhân và bang hội trong 30 phút trong phạm vi quỹ đạo của Vệ Tinh', 2267, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(345, 22, 3, 'Vệ tinh sinh lực', 'Hỗ trợ chiến đấu cho cá nhân và bang hội trong 30 phút trong phạm vi quỹ đạo của Vệ Tinh', 2264, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(346, 24, 0, 'Cân đẩu vân', 'Bay không tốn KI', 2273, -1, 0, 0, 0, 50, -1, -1, -1, 0),
(347, 24, 1, 'Phi Long', 'Bay không tốn KI', 2277, -1, 0, 0, 0, 50, -1, -1, -1, 0),
(348, 24, 2, 'Ván bay', 'Bay không tốn KI', 2275, -1, 0, 0, 0, 50, -1, -1, -1, 0),
(349, 24, 0, 'Cân đẩu vân VIP', 'Bay phục hồi KI', 2274, -1, 0, 0, 0, 500, -1, -1, -1, 0),
(350, 24, 1, 'Phi Long VIP', 'Bay phục hồi KI', 2278, -1, 0, 0, 0, 500, -1, -1, -1, 0),
(351, 24, 2, 'Ván bay VIP', 'Bay phục hồi KI', 2276, -1, 0, 0, 0, 500, -1, -1, -1, 0),
(352, 6, 3, 'Đậu thần cấp 8', 'Thức ăn phục hồi HP và KI', 241, -1, 1, 1, 0, 0, -1, -1, -1, 0),
(353, 11, 3, 'Ngọc Rồng Namek 1 Sao', 'Tập họp đủ 7 viên để ước', 2280, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(354, 11, 3, 'Ngọc Rồng Namek 2 Sao', 'Tập họp đủ 7 viên để ước', 2281, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(355, 11, 3, 'Ngọc Rồng Namek 3 Sao', 'Tập họp đủ 7 viên để ước', 2282, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(356, 11, 3, 'Ngọc Rồng Namek 4 Sao', 'Tập họp đủ 7 viên để ước', 2283, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(357, 11, 3, 'Ngọc Rồng Namek 5 Sao', 'Tập họp đủ 7 viên để ước', 2284, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(358, 11, 3, 'Ngọc Rồng Namek 6 Sao', 'Tập họp đủ 7 viên để ước', 2285, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(359, 11, 3, 'Ngọc Rồng Namek 7 Sao', 'Tập họp đủ 7 viên để ước', 2286, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(360, 11, 3, 'Ngọc Rồng Namek', 'Tập họp đủ 7 viên để ước', 2287, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(361, 25, 3, 'Gói 10 Rađa dò ngọc', 'Máy dò ngọc rồng Namếc', 2295, -1, 1, 0, 0, 5, -1, -1, -1, 0),
(362, 11, 3, 'Hóa thạch Ngọc Rồng', 'Hóa thạch Ngọc Rồng', 2288, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(363, 28, 3, 'Tháo cờ', 'Tắt PK đồ sát', 2761, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(364, 28, 3, 'Cờ xanh', 'Bật PK đồ sát các màu cờ khác', 2330, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(365, 28, 3, 'Cờ đỏ', 'Bật để PK đồ sát các màu cờ khác', 2323, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(366, 28, 3, 'Cờ tím', 'Bật để PK đồ sát các màu cờ khác', 2327, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(367, 28, 3, 'Cờ vàng', 'Bật để PK đồ sát các màu cờ khác', 2326, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(368, 28, 3, 'Cờ lục', 'Bật để PK đồ sát các màu cờ khác', 2324, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(369, 28, 3, 'Cờ hồng', 'Bật để PK đồ sát các màu cờ khác', 2329, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(370, 28, 3, 'Cờ cam', 'Bật để PK đồ sát các màu cờ khác', 2328, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(371, 28, 3, 'Cờ đen', 'Bật để PK đồ sát tất cả', 2331, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(372, 11, 3, 'Ngọc rồng 1 sao đen', '+15% sức đánh cho toàn bang', 2315, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(373, 11, 3, 'Ngọc rồng 2 sao đen', '+20% HP và KI tối đa cho toàn bang', 2316, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(374, 11, 3, 'Ngọc rồng 3 sao đen', 'Mỗi giờ 10 hạt đậu thần cấp 8 cho toàn bang', 2317, -1, 0, 0, 0, 0, -1, -1, -1, 0),
